product id,name,slot,paint,certification,certification value,certification label,quality,crate,tradeable,amount,instanceid
22,Breakout,Body,none,none,0,none,Common,unlock,false,1,0
23,Octane,Body,none,none,0,none,Common,unlock,false,1,0
30,Merc,Body,none,none,0,none,Common,unlock,false,1,0
63,Standard,Rocket Boost,none,none,0,none,Common,unlock,false,1,0
124,Algeria,Antenna,none,none,0,none,Common,unlock,false,1,0
125,Argentina,Antenna,none,none,0,none,Common,unlock,false,1,0
126,Australia,Antenna,none,none,0,none,Common,unlock,false,1,0
127,Austria,Antenna,none,none,0,none,Common,unlock,false,1,0
128,Belgium,Antenna,none,none,0,none,Common,unlock,false,1,0
129,Bosnia and Herzegovina,Antenna,none,none,0,none,Common,unlock,false,1,0
130,Brazil,Antenna,none,none,0,none,Common,unlock,false,1,0
131,Bulgaria,Antenna,none,none,0,none,Common,unlock,false,1,0
132,Cameroon,Antenna,none,none,0,none,Common,unlock,false,1,0
133,Canada,Antenna,none,none,0,none,Common,unlock,false,1,0
134,Cape Verde Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
135,Chile,Antenna,none,none,0,none,Common,unlock,false,1,0
136,China,Antenna,none,none,0,none,Common,unlock,false,1,0
137,Colombia,Antenna,none,none,0,none,Common,unlock,false,1,0
138,Congo,Antenna,none,none,0,none,Common,unlock,false,1,0
139,Costa Rica,Antenna,none,none,0,none,Common,unlock,false,1,0
140,Croatia,Antenna,none,none,0,none,Common,unlock,false,1,0
141,Cyprus,Antenna,none,none,0,none,Common,unlock,false,1,0
142,Czech Republic,Antenna,none,none,0,none,Common,unlock,false,1,0
143,Denmark,Antenna,none,none,0,none,Common,unlock,false,1,0
144,Ecuador,Antenna,none,none,0,none,Common,unlock,false,1,0
145,El Salvador,Antenna,none,none,0,none,Common,unlock,false,1,0
146,England,Antenna,none,none,0,none,Common,unlock,false,1,0
147,Equatorial Guinea,Antenna,none,none,0,none,Common,unlock,false,1,0
148,Finland,Antenna,none,none,0,none,Common,unlock,false,1,0
149,France,Antenna,none,none,0,none,Common,unlock,false,1,0
150,Germany,Antenna,none,none,0,none,Common,unlock,false,1,0
151,Ghana,Antenna,none,none,0,none,Common,unlock,false,1,0
152,Greece,Antenna,none,none,0,none,Common,unlock,false,1,0
153,Guatemala,Antenna,none,none,0,none,Common,unlock,false,1,0
154,Guinea,Antenna,none,none,0,none,Common,unlock,false,1,0
155,Honduras,Antenna,none,none,0,none,Common,unlock,false,1,0
156,Hong Kong,Antenna,none,none,0,none,Common,unlock,false,1,0
157,Hungary,Antenna,none,none,0,none,Common,unlock,false,1,0
158,Iceland,Antenna,none,none,0,none,Common,unlock,false,1,0
159,India,Antenna,none,none,0,none,Common,unlock,false,1,0
160,Indonesia,Antenna,none,none,0,none,Common,unlock,false,1,0
161,Iran,Antenna,none,none,0,none,Common,unlock,false,1,0
162,Ireland,Antenna,none,none,0,none,Common,unlock,false,1,0
163,Israel,Antenna,none,none,0,none,Common,unlock,false,1,0
164,Italy,Antenna,none,none,0,none,Common,unlock,false,1,0
165,C�te d'Ivoire,Antenna,none,none,0,none,Common,unlock,false,1,0
166,Jamaica,Antenna,none,none,0,none,Common,unlock,false,1,0
167,Japan,Antenna,none,none,0,none,Common,unlock,false,1,0
168,Kenya,Antenna,none,none,0,none,Common,unlock,false,1,0
169,Luxembourg,Antenna,none,none,0,none,Common,unlock,false,1,0
170,Malaysia,Antenna,none,none,0,none,Common,unlock,false,1,0
171,Malta,Antenna,none,none,0,none,Common,unlock,false,1,0
172,Mexico,Antenna,none,none,0,none,Common,unlock,false,1,0
173,Netherlands,Antenna,none,none,0,none,Common,unlock,false,1,0
174,New Zealand,Antenna,none,none,0,none,Common,unlock,false,1,0
175,Nicaragua,Antenna,none,none,0,none,Common,unlock,false,1,0
176,Nigeria,Antenna,none,none,0,none,Common,unlock,false,1,0
177,Northern Ireland,Antenna,none,none,0,none,Common,unlock,false,1,0
178,Norway,Antenna,none,none,0,none,Common,unlock,false,1,0
179,Pakistan,Antenna,none,none,0,none,Common,unlock,false,1,0
180,Panama,Antenna,none,none,0,none,Common,unlock,false,1,0
181,Peru,Antenna,none,none,0,none,Common,unlock,false,1,0
182,Philippines,Antenna,none,none,0,none,Common,unlock,false,1,0
183,Poland,Antenna,none,none,0,none,Common,unlock,false,1,0
184,Portugal,Antenna,none,none,0,none,Common,unlock,false,1,0
185,Romania,Antenna,none,none,0,none,Common,unlock,false,1,0
186,Russia,Antenna,none,none,0,none,Common,unlock,false,1,0
187,Scotland,Antenna,none,none,0,none,Common,unlock,false,1,0
188,Senegal,Antenna,none,none,0,none,Common,unlock,false,1,0
189,Serbia,Antenna,none,none,0,none,Common,unlock,false,1,0
190,Singapore,Antenna,none,none,0,none,Common,unlock,false,1,0
191,Slovakia,Antenna,none,none,0,none,Common,unlock,false,1,0
192,Slovenia,Antenna,none,none,0,none,Common,unlock,false,1,0
193,South Africa,Antenna,none,none,0,none,Common,unlock,false,1,0
194,South Korea,Antenna,none,none,0,none,Common,unlock,false,1,0
195,Spain,Antenna,none,none,0,none,Common,unlock,false,1,0
196,Sweden,Antenna,none,none,0,none,Common,unlock,false,1,0
197,Switzerland,Antenna,none,none,0,none,Common,unlock,false,1,0
199,Thailand,Antenna,none,none,0,none,Common,unlock,false,1,0
200,Tunisia,Antenna,none,none,0,none,Common,unlock,false,1,0
201,Turkey,Antenna,none,none,0,none,Common,unlock,false,1,0
202,United Arab Emirates,Antenna,none,none,0,none,Common,unlock,false,1,0
203,United Kingdom,Antenna,none,none,0,none,Common,unlock,false,1,0
204,Ukraine,Antenna,none,none,0,none,Common,unlock,false,1,0
205,Uruguay,Antenna,none,none,0,none,Common,unlock,false,1,0
206,United States,Antenna,none,none,0,none,Common,unlock,false,1,0
207,Venezuela,Antenna,none,none,0,none,Common,unlock,false,1,0
208,Vietnam,Antenna,none,none,0,none,Common,unlock,false,1,0
209,Wales,Antenna,none,none,0,none,Common,unlock,false,1,0
210,Yemen,Antenna,none,none,0,none,Common,unlock,false,1,0
265,International Flags,Antenna,none,none,0,none,Common,unlock,false,1,0
270,Glossy,Paint Finish,none,none,0,none,Common,unlock,false,1,0
288,Backfire: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
289,Backfire: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
290,Backfire: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
291,Backfire: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
292,Backfire: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
293,Backfire: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
294,Backfire: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
295,Breakout: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
296,Breakout: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
297,Breakout: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
298,Breakout: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
299,Breakout: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
300,Breakout: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
301,Breakout: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
302,Octane: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
303,Octane: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
304,Octane: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
305,Octane: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
306,Octane: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
307,Octane: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
308,Octane: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
309,Paladin: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
310,Paladin: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
311,Paladin: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
312,Paladin: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
313,Paladin: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
314,Paladin: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
315,Paladin: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
316,Road Hog: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
317,Road Hog: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
318,Road Hog: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
319,Road Hog: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
320,Road Hog: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
321,Road Hog: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
322,Road Hog: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
323,Gizmo: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
324,Gizmo: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
325,Gizmo: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
326,Gizmo: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
327,Gizmo: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
328,Gizmo: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
329,Gizmo: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
330,X-Devil: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
331,X-Devil: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
332,X-Devil: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
333,X-Devil: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
334,X-Devil: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
335,X-Devil: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
336,X-Devil: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
337,Hotshot: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
338,Hotshot: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
339,Hotshot: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
340,Hotshot: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
341,Hotshot: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
342,Hotshot: Tech,Decal,none,none,0,none,Common,unlock,false,1,0
343,Hotshot: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
344,Merc: Dots,Decal,none,none,0,none,Common,unlock,false,1,0
345,Merc: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
346,Merc: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
347,Merc: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
348,Merc: Stars,Decal,none,none,0,none,Common,unlock,false,1,0
349,Merc: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
350,Merc: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
351,Venom: Dots,Decal,none,none,0,none,Common,unlock,false,1,0
352,Venom: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
353,Venom: Lightning,Decal,none,none,0,none,Common,unlock,false,1,0
354,Venom: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
355,Venom: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
356,Venom: Tagged,Decal,none,none,0,none,Common,unlock,false,1,0
357,Venom: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
376,OEM,Wheels,none,none,0,none,Common,unlock,false,1,0
389,Sri Lanka,Antenna,none,none,0,none,Common,unlock,false,1,0
407,Afghanistan,Antenna,none,none,0,none,Common,unlock,false,1,0
408,Albania,Antenna,none,none,0,none,Common,unlock,false,1,0
409,American Samoa,Antenna,none,none,0,none,Common,unlock,false,1,0
410,Angola,Antenna,none,none,0,none,Common,unlock,false,1,0
411,Armenia,Antenna,none,none,0,none,Common,unlock,false,1,0
412,Azerbaijan,Antenna,none,none,0,none,Common,unlock,false,1,0
413,Bangladesh,Antenna,none,none,0,none,Common,unlock,false,1,0
414,Belarus,Antenna,none,none,0,none,Common,unlock,false,1,0
415,Benin,Antenna,none,none,0,none,Common,unlock,false,1,0
416,Bolivia,Antenna,none,none,0,none,Common,unlock,false,1,0
417,Burkina Faso,Antenna,none,none,0,none,Common,unlock,false,1,0
418,Burma,Antenna,none,none,0,none,Common,unlock,false,1,0
419,Burundi,Antenna,none,none,0,none,Common,unlock,false,1,0
420,Cambodia,Antenna,none,none,0,none,Common,unlock,false,1,0
422,Chad,Antenna,none,none,0,none,Common,unlock,false,1,0
423,Congo DR,Antenna,none,none,0,none,Common,unlock,false,1,0
424,Cuba,Antenna,none,none,0,none,Common,unlock,false,1,0
425,Dominican Republic,Antenna,none,none,0,none,Common,unlock,false,1,0
426,Egypt,Antenna,none,none,0,none,Common,unlock,false,1,0
427,Eritrea,Antenna,none,none,0,none,Common,unlock,false,1,0
428,Estonia,Antenna,none,none,0,none,Common,unlock,false,1,0
429,Ethiopia,Antenna,none,none,0,none,Common,unlock,false,1,0
430,Gabon,Antenna,none,none,0,none,Common,unlock,false,1,0
431,Georgia,Antenna,none,none,0,none,Common,unlock,false,1,0
432,Guam,Antenna,none,none,0,none,Common,unlock,false,1,0
433,Haiti,Antenna,none,none,0,none,Common,unlock,false,1,0
434,Iraq,Antenna,none,none,0,none,Common,unlock,false,1,0
435,Jordan,Antenna,none,none,0,none,Common,unlock,false,1,0
436,Kazakhstan,Antenna,none,none,0,none,Common,unlock,false,1,0
437,Kuwait,Antenna,none,none,0,none,Common,unlock,false,1,0
438,Kyrgyzstan,Antenna,none,none,0,none,Common,unlock,false,1,0
439,Laos,Antenna,none,none,0,none,Common,unlock,false,1,0
440,Latvia,Antenna,none,none,0,none,Common,unlock,false,1,0
441,Lebanon,Antenna,none,none,0,none,Common,unlock,false,1,0
442,Liberia,Antenna,none,none,0,none,Common,unlock,false,1,0
443,Libya,Antenna,none,none,0,none,Common,unlock,false,1,0
444,Lithuania,Antenna,none,none,0,none,Common,unlock,false,1,0
445,Macedonia,Antenna,none,none,0,none,Common,unlock,false,1,0
446,Madagascar,Antenna,none,none,0,none,Common,unlock,false,1,0
447,Malawi,Antenna,none,none,0,none,Common,unlock,false,1,0
448,Mali,Antenna,none,none,0,none,Common,unlock,false,1,0
449,Mauritania,Antenna,none,none,0,none,Common,unlock,false,1,0
450,Moldova,Antenna,none,none,0,none,Common,unlock,false,1,0
451,Mongolia,Antenna,none,none,0,none,Common,unlock,false,1,0
452,Montenegro,Antenna,none,none,0,none,Common,unlock,false,1,0
453,Morocco,Antenna,none,none,0,none,Common,unlock,false,1,0
454,Mozambique,Antenna,none,none,0,none,Common,unlock,false,1,0
456,North Mariana Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
457,Namibia,Antenna,none,none,0,none,Common,unlock,false,1,0
458,Nepal,Antenna,none,none,0,none,Common,unlock,false,1,0
459,Republic of Niger,Antenna,none,none,0,none,Common,unlock,false,1,0
460,North Korea,Antenna,none,none,0,none,Common,unlock,false,1,0
461,Oman,Antenna,none,none,0,none,Common,unlock,false,1,0
462,Palestine,Antenna,none,none,0,none,Common,unlock,false,1,0
463,Papua New Guinea,Antenna,none,none,0,none,Common,unlock,false,1,0
464,Paraguay,Antenna,none,none,0,none,Common,unlock,false,1,0
465,Puerto Rico,Antenna,none,none,0,none,Common,unlock,false,1,0
466,Qatar,Antenna,none,none,0,none,Common,unlock,false,1,0
467,Rwanda,Antenna,none,none,0,none,Common,unlock,false,1,0
468,Saudi Arabia,Antenna,none,none,0,none,Common,unlock,false,1,0
469,Sierra Leone,Antenna,none,none,0,none,Common,unlock,false,1,0
470,Somalia,Antenna,none,none,0,none,Common,unlock,false,1,0
471,South Sudan,Antenna,none,none,0,none,Common,unlock,false,1,0
472,Sudan,Antenna,none,none,0,none,Common,unlock,false,1,0
473,Syria,Antenna,none,none,0,none,Common,unlock,false,1,0
474,Tajikistan,Antenna,none,none,0,none,Common,unlock,false,1,0
475,Tanzania,Antenna,none,none,0,none,Common,unlock,false,1,0
476,Togo,Antenna,none,none,0,none,Common,unlock,false,1,0
477,Trinidad and Tobago,Antenna,none,none,0,none,Common,unlock,false,1,0
478,Turkmenistan,Antenna,none,none,0,none,Common,unlock,false,1,0
479,Uganda,Antenna,none,none,0,none,Common,unlock,false,1,0
480,US Virgin Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
481,Uzbekistan,Antenna,none,none,0,none,Common,unlock,false,1,0
482,Zambia,Antenna,none,none,0,none,Common,unlock,false,1,0
483,Zimbabwe,Antenna,none,none,0,none,Common,unlock,false,1,0
496,Community Flags,Antenna,none,none,0,none,Common,unlock,false,1,0
497,Takumi: Copycat,Decal,none,none,0,none,Common,unlock,false,1,0
498,Takumi: Reiko,Decal,none,none,0,none,Common,unlock,false,1,0
499,Takumi: Gaki,Decal,none,none,0,none,Common,unlock,false,1,0
501,Takumi: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
502,Takumi: Crazy-8,Decal,none,none,0,none,Common,unlock,false,1,0
503,Takumi: Chaser,Decal,none,none,0,none,Common,unlock,false,1,0
504,Dominus: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
506,Dominus: Scorpions,Decal,none,none,0,none,Common,unlock,false,1,0
507,Dominus: Skulls,Decal,none,none,0,none,Common,unlock,false,1,0
508,Dominus: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
509,Dominus: Tats,Decal,none,none,0,none,Common,unlock,false,1,0
510,Dominus: Wings,Decal,none,none,0,none,Common,unlock,false,1,0
520,Central Africa Republic,Antenna,none,none,0,none,Common,unlock,false,1,0
543,Video Games,Antenna,none,none,0,none,Common,unlock,false,1,0
550,Bahrain,Antenna,none,none,0,none,Common,unlock,false,1,0
551,Belize,Antenna,none,none,0,none,Common,unlock,false,1,0
552,Bhutan,Antenna,none,none,0,none,Common,unlock,false,1,0
553,Botswana,Antenna,none,none,0,none,Common,unlock,false,1,0
554,Comoros,Antenna,none,none,0,none,Common,unlock,false,1,0
555,Djibouti,Antenna,none,none,0,none,Common,unlock,false,1,0
556,East Timor,Antenna,none,none,0,none,Common,unlock,false,1,0
557,Fiji,Antenna,none,none,0,none,Common,unlock,false,1,0
558,Gambia,Antenna,none,none,0,none,Common,unlock,false,1,0
559,Guinea Bissau,Antenna,none,none,0,none,Common,unlock,false,1,0
560,Guyana,Antenna,none,none,0,none,Common,unlock,false,1,0
561,Kosovo,Antenna,none,none,0,none,Common,unlock,false,1,0
562,Lesotho,Antenna,none,none,0,none,Common,unlock,false,1,0
563,Macau,Antenna,none,none,0,none,Common,unlock,false,1,0
564,Mauritius,Antenna,none,none,0,none,Common,unlock,false,1,0
565,Puntland,Antenna,none,none,0,none,Common,unlock,false,1,0
566,R�union,Antenna,none,none,0,none,Common,unlock,false,1,0
567,Solomon Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
568,Somaliland,Antenna,none,none,0,none,Common,unlock,false,1,0
569,Suriname,Antenna,none,none,0,none,Common,unlock,false,1,0
570,Swaziland,Antenna,none,none,0,none,Common,unlock,false,1,0
571,Western Sahara,Antenna,none,none,0,none,Common,unlock,false,1,0
581,Zippy: Hearts,Decal,none,none,0,none,Common,unlock,false,1,0
582,Zippy: Tiger,Decal,none,none,0,none,Common,unlock,false,1,0
583,Zippy: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
584,Zippy: Leopard,Decal,none,none,0,none,Common,unlock,false,1,0
585,Scarab: Bomani,Decal,none,none,0,none,Common,unlock,false,1,0
586,Scarab: Hearts,Decal,none,none,0,none,Common,unlock,false,1,0
587,Scarab: Tiger,Decal,none,none,0,none,Common,unlock,false,1,0
588,Scarab: Tribal,Decal,none,none,0,none,Common,unlock,false,1,0
589,Zippy: Caboodle,Decal,none,none,0,none,Common,unlock,false,1,0
590,Zippy: Callous,Decal,none,none,0,none,Common,unlock,false,1,0
591,Scarab: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
592,Scarab: Derby Girl,Decal,none,none,0,none,Common,unlock,false,1,0
609,DeLorean Time Machine,Wheels,none,none,0,none,Common,unlock,false,1,0
623,Stainless Steel,Paint Finish,none,none,0,none,Common,unlock,false,1,0
626,OutaTime,Rocket Boost,none,none,0,none,Common,unlock,false,1,0
669,Ripper: Flames,Decal,none,none,0,none,Common,unlock,false,1,0
670,Ripper: Shot Fox,Decal,none,none,0,none,Common,unlock,false,1,0
671,Ripper: Spikes,Decal,none,none,0,none,Common,unlock,false,1,0
672,Ripper: Tribal,Decal,none,none,0,none,Common,unlock,false,1,0
674,Grog: Bomber,Decal,none,none,0,none,Common,unlock,false,1,0
675,Grog: Lepus,Decal,none,none,0,none,Common,unlock,false,1,0
687,Grog: Stripes,Decal,none,none,0,none,Common,unlock,false,1,0
694,Grog: Cyclops,Decal,none,none,0,none,Common,unlock,false,1,0
695,Grog: Tagged,Decal,none,none,0,none,Common,unlock,false,1,0
696,Grog: Tribal,Decal,none,none,0,none,Common,unlock,false,1,0
700,Ripper: Ockie,Decal,none,none,0,none,Common,unlock,false,1,0
701,Ripper: Bomber,Decal,none,none,0,none,Common,unlock,false,1,0
730,Tonga,Antenna,none,none,0,none,Common,unlock,false,1,0
830,Andorra,Antenna,none,none,0,none,Common,unlock,false,1,0
831,Anguilla,Antenna,none,none,0,none,Common,unlock,false,1,0
832,Antigua & Barbuda,Antenna,none,none,0,none,Common,unlock,false,1,0
833,Aruba,Antenna,none,none,0,none,Common,unlock,false,1,0
834,Bahamas,Antenna,none,none,0,none,Common,unlock,false,1,0
835,Barbados,Antenna,none,none,0,none,Common,unlock,false,1,0
836,Bermuda,Antenna,none,none,0,none,Common,unlock,false,1,0
837,British Virgin Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
838,Cayman Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
839,Cook Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
840,Curacao,Antenna,none,none,0,none,Common,unlock,false,1,0
841,Dominica,Antenna,none,none,0,none,Common,unlock,false,1,0
842,Falkland Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
843,Faroe Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
844,Gibraltar,Antenna,none,none,0,none,Common,unlock,false,1,0
845,Isle Of Man,Antenna,none,none,0,none,Common,unlock,false,1,0
846,Kiribati,Antenna,none,none,0,none,Common,unlock,false,1,0
847,Maldives,Antenna,none,none,0,none,Common,unlock,false,1,0
848,Marshall Islands,Antenna,none,none,0,none,Common,unlock,false,1,0
849,Micronesia,Antenna,none,none,0,none,Common,unlock,false,1,0
850,New Caledonia,Antenna,none,none,0,none,Common,unlock,false,1,0
851,Palau,Antenna,none,none,0,none,Common,unlock,false,1,0
852,Saint Kitts & Nevis,Antenna,none,none,0,none,Common,unlock,false,1,0
853,Saint Lucia,Antenna,none,none,0,none,Common,unlock,false,1,0
854,Saint Vincent,Antenna,none,none,0,none,Common,unlock,false,1,0
855,Samoa,Antenna,none,none,0,none,Common,unlock,false,1,0
856,San Marino,Antenna,none,none,0,none,Common,unlock,false,1,0
857,Sao Tome,Antenna,none,none,0,none,Common,unlock,false,1,0
858,Seychelles,Antenna,none,none,0,none,Common,unlock,false,1,0
859,Tahiti,Antenna,none,none,0,none,Common,unlock,false,1,0
860,Turks & Caicos,Antenna,none,none,0,none,Common,unlock,false,1,0
861,Vanuatu,Antenna,none,none,0,none,Common,unlock,false,1,0
862,Vatican City,Antenna,none,none,0,none,Common,unlock,false,1,0
863,Grenada,Antenna,none,none,0,none,Common,unlock,false,1,0
864,Montserrat,Antenna,none,none,0,none,Common,unlock,false,1,0
